0.000000e+000	-1.085467e-036	---
1.000000e-002	4.224687e-011	---
2.000000e-002	1.000867e-010	---
3.000000e-002	1.792786e-010	---
4.000000e-002	2.877091e-010	---
5.000000e-002	4.361775e-010	---
6.000000e-002	6.394720e-010	---
7.000000e-002	9.178425e-010	---
8.000000e-002	1.299018e-009	---
9.000000e-002	1.820971e-009	---
1.000000e-001	2.535697e-009	---
1.100000e-001	3.514397e-009	---
1.200000e-001	4.854571e-009	---
1.300000e-001	6.689729e-009	---
1.400000e-001	9.202694e-009	---
1.500000e-001	1.264382e-008	---
1.600000e-001	1.735591e-008	---
1.700000e-001	2.380842e-008	---
1.800000e-001	3.264415e-008	---
1.900000e-001	4.474337e-008	---
2.000000e-001	6.131145e-008	---
2.100000e-001	8.399896e-008	---
2.200000e-001	1.150661e-007	---
2.300000e-001	1.576080e-007	---
2.400000e-001	2.158627e-007	---
2.500000e-001	2.956339e-007	---
2.600000e-001	4.048687e-007	---
2.700000e-001	5.544494e-007	---
2.800000e-001	7.592779e-007	---
2.900000e-001	1.039760e-006	---
