4.509201e-001	5.197324e-007	---
4.509424e-001	5.197375e-007	---
4.509647e-001	5.197425e-007	---
4.509869e-001	5.197476e-007	---
4.510092e-001	5.197527e-007	---
4.510315e-001	5.197577e-007	---
4.510538e-001	5.197628e-007	---
4.510761e-001	5.197679e-007	---
4.510984e-001	5.197729e-007	---
4.511207e-001	5.197780e-007	---
4.511429e-001	5.197831e-007	---
4.511652e-001	5.197881e-007	---
4.511875e-001	5.197932e-007	---
4.512098e-001	5.197983e-007	---
4.512321e-001	5.198033e-007	---
4.512544e-001	5.198084e-007	---
4.512767e-001	5.198135e-007	---
4.512990e-001	5.198186e-007	---
4.513212e-001	5.198236e-007	---
4.513435e-001	5.198287e-007	---
4.513658e-001	5.198338e-007	---
4.513881e-001	5.198388e-007	---
4.514104e-001	5.198439e-007	---
4.514327e-001	5.198490e-007	---
4.514550e-001	5.198540e-007	---
4.514773e-001	5.198591e-007	---
4.514995e-001	5.198642e-007	---
4.515218e-001	5.198692e-007	---
4.515441e-001	5.198743e-007	---
4.515664e-001	5.198794e-007	---
4.515887e-001	5.198844e-007	---
4.516110e-001	5.198895e-007	---
4.516333e-001	5.198946e-007	---
4.516555e-001	5.198996e-007	---
4.516778e-001	5.199047e-007	---
4.517001e-001	5.199098e-007	---
4.517224e-001	5.199148e-007	---
4.517447e-001	5.199199e-007	---
4.517670e-001	5.199250e-007	---
4.517893e-001	5.199301e-007	---
4.518116e-001	5.199351e-007	---
4.518338e-001	5.199402e-007	---
4.518561e-001	5.199453e-007	---
4.518784e-001	5.199503e-007	---
4.519007e-001	5.199554e-007	---
4.519230e-001	5.199605e-007	---
4.519453e-001	5.199655e-007	---
4.519676e-001	5.199706e-007	---
4.519899e-001	5.199757e-007	---
4.520121e-001	5.199807e-007	---
4.520344e-001	5.199858e-007	---
4.520567e-001	5.199909e-007	---
4.520790e-001	5.199959e-007	---
4.521013e-001	5.200010e-007	---
4.521236e-001	5.200061e-007	---
4.521459e-001	5.200111e-007	---
4.521682e-001	5.200162e-007	---
4.521904e-001	5.200213e-007	---
4.522127e-001	5.200263e-007	---
4.522350e-001	5.200314e-007	---
4.522573e-001	5.200365e-007	---
4.522796e-001	5.200416e-007	---
4.523019e-001	5.200466e-007	---
4.523242e-001	5.200517e-007	---
4.523464e-001	5.200568e-007	---
4.523687e-001	5.200618e-007	---
4.523910e-001	5.200669e-007	---
4.524133e-001	5.200720e-007	---
4.524356e-001	5.200770e-007	---
4.524579e-001	5.200821e-007	---
4.524802e-001	5.200872e-007	---
4.525025e-001	5.200922e-007	---
4.525247e-001	5.200973e-007	---
4.525470e-001	5.201024e-007	---
4.525693e-001	5.201074e-007	---
4.525916e-001	5.201125e-007	---
4.526139e-001	5.201176e-007	---
4.526362e-001	5.201226e-007	---
4.526585e-001	5.201277e-007	---
4.526808e-001	5.201328e-007	---
4.527030e-001	5.201378e-007	---
4.527253e-001	5.201429e-007	---
4.527476e-001	5.201480e-007	---
4.527699e-001	5.201531e-007	---
4.527922e-001	5.201581e-007	---
4.528145e-001	5.201632e-007	---
4.528368e-001	5.201683e-007	---
4.528590e-001	5.201733e-007	---
4.528813e-001	5.201784e-007	---
4.529036e-001	5.201835e-007	---
4.529259e-001	5.201885e-007	---
4.529482e-001	5.201936e-007	---
4.529705e-001	5.201987e-007	---
4.529928e-001	5.202037e-007	---
4.530151e-001	5.202088e-007	---
4.530373e-001	5.202139e-007	---
4.530596e-001	5.202189e-007	---
4.530819e-001	5.202240e-007	---
4.531042e-001	5.202291e-007	---
4.531265e-001	5.202341e-007	---
4.531488e-001	5.202392e-007	---
4.531711e-001	5.202443e-007	---
4.531934e-001	5.202494e-007	---
4.532156e-001	5.202544e-007	---
4.532379e-001	5.202595e-007	---
4.532602e-001	5.202646e-007	---
4.532825e-001	5.202696e-007	---
4.533048e-001	5.202747e-007	---
4.533271e-001	5.202798e-007	---
4.533494e-001	5.202848e-007	---
4.533716e-001	5.202899e-007	---
4.533939e-001	5.202950e-007	---
4.534162e-001	5.203000e-007	---
4.534385e-001	5.203051e-007	---
4.534608e-001	5.203102e-007	---
4.534831e-001	5.203152e-007	---
4.535054e-001	5.203203e-007	---
4.535277e-001	5.203254e-007	---
4.535499e-001	5.203304e-007	---
4.535722e-001	5.203355e-007	---
4.535945e-001	5.203406e-007	---
4.536168e-001	5.203456e-007	---
4.536391e-001	5.203507e-007	---
4.536614e-001	5.203558e-007	---
4.536837e-001	5.203609e-007	---
4.537060e-001	5.203659e-007	---
4.537282e-001	5.203710e-007	---
4.537505e-001	5.203761e-007	---
4.537728e-001	5.203811e-007	---
4.537951e-001	5.203862e-007	---
4.538174e-001	5.203913e-007	---
4.538397e-001	5.203963e-007	---
4.538620e-001	5.204014e-007	---
4.538842e-001	5.204065e-007	---
4.539065e-001	5.204115e-007	---
4.539288e-001	5.204166e-007	---
4.539511e-001	5.204217e-007	---
4.539734e-001	5.204267e-007	---
4.539957e-001	5.204318e-007	---
4.540180e-001	5.204369e-007	---
4.540403e-001	5.204419e-007	---
4.540625e-001	5.204470e-007	---
4.540848e-001	5.204521e-007	---
4.541071e-001	5.204571e-007	---
4.541294e-001	5.204622e-007	---
4.541517e-001	5.204673e-007	---
4.541740e-001	5.204724e-007	---
4.541963e-001	5.204774e-007	---
4.542186e-001	5.204825e-007	---
4.542408e-001	5.204876e-007	---
4.542631e-001	5.204926e-007	---
4.542854e-001	5.204977e-007	---
4.543077e-001	5.205028e-007	---
4.543300e-001	5.205078e-007	---
4.543523e-001	5.205129e-007	---
4.543746e-001	5.205180e-007	---
4.543969e-001	5.205230e-007	---
4.544191e-001	5.205281e-007	---
4.544414e-001	5.205332e-007	---
4.544637e-001	5.205382e-007	---
4.544860e-001	5.205433e-007	---
4.545083e-001	5.205484e-007	---
4.545306e-001	5.205534e-007	---
4.545529e-001	5.205585e-007	---
4.545751e-001	5.205636e-007	---
4.545974e-001	5.205686e-007	---
4.546197e-001	5.205737e-007	---
4.546420e-001	5.205788e-007	---
4.546643e-001	5.205839e-007	---
4.546866e-001	5.205889e-007	---
4.547089e-001	5.205940e-007	---
4.547312e-001	5.205991e-007	---
4.547534e-001	5.206041e-007	---
4.547757e-001	5.206092e-007	---
4.547980e-001	5.206143e-007	---
4.548203e-001	5.206193e-007	---
4.548426e-001	5.206244e-007	---
4.548649e-001	5.206295e-007	---
4.548872e-001	5.206345e-007	---
4.549095e-001	5.206396e-007	---
4.549317e-001	5.206447e-007	---
4.549540e-001	5.206497e-007	---
4.549763e-001	5.206548e-007	---
4.549986e-001	5.206599e-007	---
4.550209e-001	5.206649e-007	---
4.550432e-001	5.206700e-007	---
4.550655e-001	5.206751e-007	---
4.550877e-001	5.206801e-007	---
4.551100e-001	5.206852e-007	---
4.551323e-001	5.206903e-007	---
4.551546e-001	5.206954e-007	---
4.551769e-001	5.207004e-007	---
4.551992e-001	5.207055e-007	---
4.552215e-001	5.207106e-007	---
4.552438e-001	5.207156e-007	---
4.552660e-001	5.207207e-007	---
4.552883e-001	5.207258e-007	---
4.553106e-001	5.207308e-007	---
4.553329e-001	5.207359e-007	---
4.553552e-001	5.207410e-007	---
4.553775e-001	5.207460e-007	---
4.553998e-001	5.207511e-007	---
4.554221e-001	5.207562e-007	---
4.554443e-001	5.207612e-007	---
4.554666e-001	5.207663e-007	---
4.554889e-001	5.207714e-007	---
4.555112e-001	5.207764e-007	---
4.555335e-001	5.207815e-007	---
4.555558e-001	5.207866e-007	---
4.555781e-001	5.207916e-007	---
4.556003e-001	5.207967e-007	---
4.556226e-001	5.208018e-007	---
4.556449e-001	5.208069e-007	---
4.556672e-001	5.208119e-007	---
4.556895e-001	5.208170e-007	---
4.557118e-001	5.208221e-007	---
4.557341e-001	5.208271e-007	---
4.557564e-001	5.208322e-007	---
4.557786e-001	5.208373e-007	---
4.558009e-001	5.208423e-007	---
4.558232e-001	5.208474e-007	---
4.558455e-001	5.208525e-007	---
4.558678e-001	5.208575e-007	---
4.558901e-001	5.208626e-007	---
4.559124e-001	5.208677e-007	---
4.559347e-001	5.208727e-007	---
4.559569e-001	5.208778e-007	---
4.559792e-001	5.208829e-007	---
4.560015e-001	5.208879e-007	---
4.560238e-001	5.208930e-007	---
4.560461e-001	5.208981e-007	---
4.560684e-001	5.209031e-007	---
4.560907e-001	5.209082e-007	---
4.561129e-001	5.209133e-007	---
4.561352e-001	5.209184e-007	---
4.561575e-001	5.209234e-007	---
4.561798e-001	5.209285e-007	---
4.562021e-001	5.209336e-007	---
4.562244e-001	5.209386e-007	---
4.562467e-001	5.209437e-007	---
4.562690e-001	5.209488e-007	---
4.562912e-001	5.209538e-007	---
4.563135e-001	5.209589e-007	---
4.563358e-001	5.209640e-007	---
4.563581e-001	5.209690e-007	---
4.563804e-001	5.209741e-007	---
4.564027e-001	5.209792e-007	---
4.564250e-001	5.209842e-007	---
4.564473e-001	5.209893e-007	---
4.564695e-001	5.209944e-007	---
4.564918e-001	5.209994e-007	---
4.565141e-001	5.210045e-007	---
4.565364e-001	5.210096e-007	---
4.565587e-001	5.210147e-007	---
4.565810e-001	5.210197e-007	---
4.566033e-001	5.210248e-007	---
4.566256e-001	5.210299e-007	---
4.566478e-001	5.210349e-007	---
4.566701e-001	5.210400e-007	---
4.566924e-001	5.210451e-007	---
4.567147e-001	5.210501e-007	---
4.567370e-001	5.210552e-007	---
4.567593e-001	5.210603e-007	---
4.567816e-001	5.210653e-007	---
4.568038e-001	5.210704e-007	---
4.568261e-001	5.210755e-007	---
4.568484e-001	5.210805e-007	---
4.568707e-001	5.210856e-007	---
4.568930e-001	5.210907e-007	---
4.569153e-001	5.210957e-007	---
4.569376e-001	5.211008e-007	---
4.569599e-001	5.211059e-007	---
4.569821e-001	5.211109e-007	---
4.570044e-001	5.211160e-007	---
4.570267e-001	5.211211e-007	---
4.570490e-001	5.211262e-007	---
4.570713e-001	5.211312e-007	---
4.570936e-001	5.211363e-007	---
4.571159e-001	5.211414e-007	---
4.571382e-001	5.211464e-007	---
4.571604e-001	5.211515e-007	---
4.571827e-001	5.211566e-007	---
4.572050e-001	5.211616e-007	---
4.572273e-001	5.211667e-007	---
4.572496e-001	5.211718e-007	---
4.572719e-001	5.211768e-007	---
4.572942e-001	5.211819e-007	---
4.573164e-001	5.211870e-007	---
4.573387e-001	5.211920e-007	---
4.573610e-001	5.211971e-007	---
4.573833e-001	5.212022e-007	---
4.574056e-001	5.212072e-007	---
4.574279e-001	5.212123e-007	---
4.574502e-001	5.212174e-007	---
4.574725e-001	5.212224e-007	---
4.574947e-001	5.212275e-007	---
4.575170e-001	5.212326e-007	---
4.575393e-001	5.212377e-007	---
4.575616e-001	5.212427e-007	---
4.575839e-001	5.212478e-007	---
4.576062e-001	5.212529e-007	---
4.576285e-001	5.212579e-007	---
4.576508e-001	5.212630e-007	---
4.576730e-001	5.212681e-007	---
4.576953e-001	5.212731e-007	---
4.577176e-001	5.212782e-007	---
4.577399e-001	5.212833e-007	---
4.577622e-001	5.212883e-007	---
4.577845e-001	5.212934e-007	---
4.578068e-001	5.212985e-007	---
4.578290e-001	5.213035e-007	---
4.578513e-001	5.213086e-007	---
4.578736e-001	5.213137e-007	---
4.578959e-001	5.213187e-007	---
4.579182e-001	5.213238e-007	---
4.579405e-001	5.213289e-007	---
4.579628e-001	5.213339e-007	---
4.579851e-001	5.213390e-007	---
4.580073e-001	5.213441e-007	---
4.580296e-001	5.213492e-007	---
4.580519e-001	5.213542e-007	---
4.580742e-001	5.213593e-007	---
4.580965e-001	5.213644e-007	---
4.581188e-001	5.213694e-007	---
4.581411e-001	5.213745e-007	---
4.581634e-001	5.213796e-007	---
4.581856e-001	5.213846e-007	---
4.582079e-001	5.213897e-007	---
4.582302e-001	5.213948e-007	---
4.582525e-001	5.213998e-007	---
4.582748e-001	5.214049e-007	---
4.582971e-001	5.214100e-007	---
4.583194e-001	5.214150e-007	---
4.583416e-001	5.214201e-007	---
4.583639e-001	5.214252e-007	---
4.583862e-001	5.214302e-007	---
4.584085e-001	5.214353e-007	---
4.584308e-001	5.214404e-007	---
4.584531e-001	5.214454e-007	---
4.584754e-001	5.214505e-007	---
4.584977e-001	5.214556e-007	---
4.585199e-001	5.214607e-007	---
4.585422e-001	5.214657e-007	---
4.585645e-001	5.214708e-007	---
4.585868e-001	5.214759e-007	---
4.586091e-001	5.214809e-007	---
4.586314e-001	5.214860e-007	---
4.586537e-001	5.214911e-007	---
4.586760e-001	5.214961e-007	---
4.586982e-001	5.215012e-007	---
4.587205e-001	5.215063e-007	---
4.587428e-001	5.215113e-007	---
4.587651e-001	5.215164e-007	---
4.587874e-001	5.215215e-007	---
4.588097e-001	5.215265e-007	---
4.588320e-001	5.215316e-007	---
4.588543e-001	5.215367e-007	---
4.588765e-001	5.215417e-007	---
4.588988e-001	5.215468e-007	---
4.589211e-001	5.215519e-007	---
4.589434e-001	5.215569e-007	---
4.589657e-001	5.215620e-007	---
4.589880e-001	5.215671e-007	---
4.590103e-001	5.215722e-007	---
4.590325e-001	5.215772e-007	---
4.590548e-001	5.215823e-007	---
4.590771e-001	5.215874e-007	---
4.590994e-001	5.215924e-007	---
4.591217e-001	5.215975e-007	---
4.591440e-001	5.216026e-007	---
4.591663e-001	5.216076e-007	---
4.591886e-001	5.216127e-007	---
4.592108e-001	5.216178e-007	---
4.592331e-001	5.216228e-007	---
4.592554e-001	5.216279e-007	---
4.592777e-001	5.216330e-007	---
4.593000e-001	5.216380e-007	---
4.593223e-001	5.216431e-007	---
4.593446e-001	5.216482e-007	---
4.593669e-001	5.216532e-007	---
4.593891e-001	5.216583e-007	---
4.594114e-001	5.216634e-007	---
4.594337e-001	5.216685e-007	---
4.594560e-001	5.216735e-007	---
4.594783e-001	5.216786e-007	---
4.595006e-001	5.216837e-007	---
4.595229e-001	5.216887e-007	---
4.595451e-001	5.216938e-007	---
4.595674e-001	5.216989e-007	---
4.595897e-001	5.217039e-007	---
4.596120e-001	5.217090e-007	---
4.596343e-001	5.217141e-007	---
4.596566e-001	5.217191e-007	---
4.596789e-001	5.217242e-007	---
4.597012e-001	5.217293e-007	---
4.597234e-001	5.217343e-007	---
4.597457e-001	5.217394e-007	---
4.597680e-001	5.217445e-007	---
4.597903e-001	5.217495e-007	---
4.598126e-001	5.217546e-007	---
4.598349e-001	5.217597e-007	---
4.598572e-001	5.217647e-007	---
4.598795e-001	5.217698e-007	---
4.599017e-001	5.217749e-007	---
4.599240e-001	5.217800e-007	---
4.599463e-001	5.217850e-007	---
4.599686e-001	5.217901e-007	---
4.599909e-001	5.217952e-007	---
4.600132e-001	5.218002e-007	---
4.600355e-001	5.218053e-007	---
4.600577e-001	5.218104e-007	---
4.600800e-001	5.218154e-007	---
4.601023e-001	5.218205e-007	---
4.601246e-001	5.218256e-007	---
4.601469e-001	5.218306e-007	---
4.601692e-001	5.218357e-007	---
4.601915e-001	5.218408e-007	---
4.602138e-001	5.218458e-007	---
4.602360e-001	5.218509e-007	---
4.602583e-001	5.218560e-007	---
4.602806e-001	5.218610e-007	---
4.603029e-001	5.218661e-007	---
4.603252e-001	5.218712e-007	---
4.603475e-001	5.218762e-007	---
4.603698e-001	5.218813e-007	---
4.603921e-001	5.218864e-007	---
4.604143e-001	5.218915e-007	---
4.604366e-001	5.218965e-007	---
4.604589e-001	5.219016e-007	---
4.604812e-001	5.219067e-007	---
4.605035e-001	5.219117e-007	---
4.605258e-001	5.219168e-007	---
4.605481e-001	5.219219e-007	---
4.605703e-001	5.219269e-007	---
4.605926e-001	5.219320e-007	---
4.606149e-001	5.219371e-007	---
4.606372e-001	5.219421e-007	---
4.606595e-001	5.219472e-007	---
4.606818e-001	5.219523e-007	---
4.607041e-001	5.219573e-007	---
4.607264e-001	5.219624e-007	---
4.607486e-001	5.219675e-007	---
4.607709e-001	5.219725e-007	---
4.607932e-001	5.219776e-007	---
4.608155e-001	5.219827e-007	---
4.608378e-001	5.219877e-007	---
4.608601e-001	5.219928e-007	---
4.608824e-001	5.219979e-007	---
4.609047e-001	5.220030e-007	---
4.609269e-001	5.220080e-007	---
4.609492e-001	5.220131e-007	---
4.609715e-001	5.220182e-007	---
4.609938e-001	5.220232e-007	---
4.610161e-001	5.220283e-007	---
4.610384e-001	5.220334e-007	---
4.610607e-001	5.220384e-007	---
4.610830e-001	5.220435e-007	---
4.611052e-001	5.220486e-007	---
4.611275e-001	5.220536e-007	---
4.611498e-001	5.220587e-007	---
4.611721e-001	5.220638e-007	---
4.611944e-001	5.220688e-007	---
4.612167e-001	5.220739e-007	---
4.612390e-001	5.220790e-007	---
4.612612e-001	5.220840e-007	---
4.612835e-001	5.220891e-007	---
4.613058e-001	5.220942e-007	---
4.613281e-001	5.220992e-007	---
4.613504e-001	5.221043e-007	---
4.613727e-001	5.221094e-007	---
4.613950e-001	5.221145e-007	---
4.614173e-001	5.221195e-007	---
4.614395e-001	5.221246e-007	---
4.614618e-001	5.221297e-007	---
4.614841e-001	5.221347e-007	---
4.615064e-001	5.221398e-007	---
4.615287e-001	5.221449e-007	---
4.615510e-001	5.221499e-007	---
4.615733e-001	5.221550e-007	---
4.615956e-001	5.221601e-007	---
4.616178e-001	5.221651e-007	---
4.616401e-001	5.221702e-007	---
4.616624e-001	5.221753e-007	---
4.616847e-001	5.221803e-007	---
4.617070e-001	5.221854e-007	---
4.617293e-001	5.221905e-007	---
4.617516e-001	5.221955e-007	---
4.617738e-001	5.222006e-007	---
4.617961e-001	5.222057e-007	---
4.618184e-001	5.222107e-007	---
4.618407e-001	5.222158e-007	---
4.618630e-001	5.222209e-007	---
4.618853e-001	5.222260e-007	---
4.619076e-001	5.222310e-007	---
4.619299e-001	5.222361e-007	---
4.619521e-001	5.222412e-007	---
4.619744e-001	5.222462e-007	---
4.619967e-001	5.222513e-007	---
4.620190e-001	5.222564e-007	---
4.620413e-001	5.222614e-007	---
4.620636e-001	5.222665e-007	---
4.620859e-001	5.222716e-007	---
4.621082e-001	5.222766e-007	---
4.621304e-001	5.222817e-007	---
4.621527e-001	5.222868e-007	---
4.621750e-001	5.222918e-007	---
4.621973e-001	5.222969e-007	---
4.622196e-001	5.223020e-007	---
4.622419e-001	5.223070e-007	---
4.622642e-001	5.223121e-007	---
4.622864e-001	5.223172e-007	---
4.623087e-001	5.223222e-007	---
4.623310e-001	5.223273e-007	---
4.623533e-001	5.223324e-007	---
4.623756e-001	5.223375e-007	---
4.623979e-001	5.223425e-007	---
4.624202e-001	5.223476e-007	---
4.624425e-001	5.223527e-007	---
4.624647e-001	5.223577e-007	---
4.624870e-001	5.223628e-007	---
4.625093e-001	5.223679e-007	---
4.625316e-001	5.223729e-007	---
4.625539e-001	5.223780e-007	---
4.625762e-001	5.223831e-007	---
4.625985e-001	5.223881e-007	---
4.626208e-001	5.223932e-007	---
4.626430e-001	5.223983e-007	---
4.626653e-001	5.224033e-007	---
4.626876e-001	5.224084e-007	---
4.627099e-001	5.224135e-007	---
4.627322e-001	5.224185e-007	---
4.627545e-001	5.224236e-007	---
4.627768e-001	5.224287e-007	---
4.627990e-001	5.224338e-007	---
4.628213e-001	5.224388e-007	---
4.628436e-001	5.224439e-007	---
4.628659e-001	5.224490e-007	---
4.628882e-001	5.224540e-007	---
4.629105e-001	5.224591e-007	---
4.629328e-001	5.224642e-007	---
4.629551e-001	5.224692e-007	---
4.629773e-001	5.224743e-007	---
4.629996e-001	5.224794e-007	---
4.630219e-001	5.224844e-007	---
4.630442e-001	5.224895e-007	---
4.630665e-001	5.224946e-007	---
4.630888e-001	5.224996e-007	---
4.631111e-001	5.225047e-007	---
4.631334e-001	5.225098e-007	---
4.631556e-001	5.225148e-007	---
4.631779e-001	5.225199e-007	---
4.632002e-001	5.225250e-007	---
4.632225e-001	5.225300e-007	---
4.632448e-001	5.225351e-007	---
4.632671e-001	5.225402e-007	---
4.632894e-001	5.225453e-007	---
4.633117e-001	5.225503e-007	---
4.633339e-001	5.225554e-007	---
4.633562e-001	5.225605e-007	---
4.633785e-001	5.225655e-007	---
4.634008e-001	5.225706e-007	---
4.634231e-001	5.225757e-007	---
4.634454e-001	5.225807e-007	---
4.634677e-001	5.225858e-007	---
4.634899e-001	5.225909e-007	---
4.635122e-001	5.225959e-007	---
4.635345e-001	5.226010e-007	---
4.635568e-001	5.226061e-007	---
4.635791e-001	5.226111e-007	---
4.636014e-001	5.226162e-007	---
4.636237e-001	5.226213e-007	---
4.636460e-001	5.226263e-007	---
4.636682e-001	5.226314e-007	---
4.636905e-001	5.226365e-007	---
4.637128e-001	5.226415e-007	---
4.637351e-001	5.226466e-007	---
4.637574e-001	5.226517e-007	---
4.637797e-001	5.226568e-007	---
4.638020e-001	5.226618e-007	---
4.638243e-001	5.226669e-007	---
4.638465e-001	5.226720e-007	---
4.638688e-001	5.226770e-007	---
4.638911e-001	5.226821e-007	---
4.639134e-001	5.226872e-007	---
4.639357e-001	5.226922e-007	---
4.639580e-001	5.226973e-007	---
4.639803e-001	5.227024e-007	---
4.640025e-001	5.227074e-007	---
4.640248e-001	5.227125e-007	---
4.640471e-001	5.227176e-007	---
4.640694e-001	5.227226e-007	---
4.640917e-001	5.227277e-007	---
4.641140e-001	5.227328e-007	---
4.641363e-001	5.227378e-007	---
4.641586e-001	5.227429e-007	---
4.641808e-001	5.227480e-007	---
4.642031e-001	5.227530e-007	---
4.642254e-001	5.227581e-007	---
4.642477e-001	5.227632e-007	---
4.642700e-001	5.227683e-007	---
4.642923e-001	5.227733e-007	---
4.643146e-001	5.227784e-007	---
4.643369e-001	5.227835e-007	---
4.643591e-001	5.227885e-007	---
4.643814e-001	5.227936e-007	---
4.644037e-001	5.227987e-007	---
4.644260e-001	5.228037e-007	---
4.644483e-001	5.228088e-007	---
4.644706e-001	5.228139e-007	---
4.644929e-001	5.228189e-007	---
4.645151e-001	5.228240e-007	---
4.645374e-001	5.228291e-007	---
4.645597e-001	5.228341e-007	---
4.645820e-001	5.228392e-007	---
4.646043e-001	5.228443e-007	---
4.646266e-001	5.228493e-007	---
4.646489e-001	5.228544e-007	---
4.646712e-001	5.228595e-007	---
4.646934e-001	5.228645e-007	---
4.647157e-001	5.228696e-007	---
4.647380e-001	5.228747e-007	---
4.647603e-001	5.228798e-007	---
4.647826e-001	5.228848e-007	---
4.648049e-001	5.228899e-007	---
4.648272e-001	5.228950e-007	---
4.648495e-001	5.229000e-007	---
4.648717e-001	5.229051e-007	---
4.648940e-001	5.229102e-007	---
4.649163e-001	5.229152e-007	---
4.649386e-001	5.229203e-007	---
4.649609e-001	5.229254e-007	---
4.649832e-001	5.229304e-007	---
4.650055e-001	5.229355e-007	---
4.650277e-001	5.229406e-007	---
